Block ID,Property ID,Base property ID,Building name,Streetaddress,CLUE small area,Construction year,Refurbished year,Number of floors (above ground),Predominant space use,Accessibility type,Accessibility type description,Accessibility rating,Bicycle spaces,Has showers
1103,573400,573400,Lacrosse Docklands - East Tower,LaTrobeStreet,Docklands,2012,0,19,Residential Apartment,High level of accessibility,Main Entrance has ramp,3,300,0
328,104584,104584,Lady Huntingfield Childrens Centre,HainesStreet,North Melbourne,1950,1990,1,Educational/Research,Moderate level of accessibility,Main entrance has steps; Alternative entrance is step free or has ramp,2,0,0
14,103948,103948,Lane Centre,FlindersLane,Melbourne (CBD),1900,1986,5,Office,Low level of accessibility,All entrances have steps,1,0,0
91,105323,105323,Langdon Buildings,KingStreet,West Melbourne (Residential),1856,1995,2,Office,Low level of accessibility,All entrances have steps,1,0,0
753,110323,110380,Langham Hotel,SouthgateAvenue,Southbank,1992,2001,20,Commercial Accommodation,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,1
646,109660,109660,Lansdowne House,VictoriaParade,East Melbourne,1981,2000,7,Hospital/Clinic,Moderate level of accessibility,Main entrance has steps; Alternative entrance is step free or has ramp,2,0,1
646,109661,109661,Laser House,VictoriaParade,East Melbourne,1972,0,4,Office,Low level of accessibility,All entrances have steps,1,0,0
66,109397,109397,Latham House,SwanstonStreet,Melbourne (CBD),1883,1994,4,Retail - Shop,Low level of accessibility,All entrances have steps,1,0,0
44,105957,105957,LAW INSTITUTE HOUSE,LittleCollinsStreet,Melbourne (CBD),1945,0,3,Retail - Shop,Not determined or not applicable,Configuration of entrance does not fit into any of the other categories,0,0,0
53,101181,101181,Law Institute of Victoria,BourkeStreet,Melbourne (CBD),1959,2004,9,Office,Moderate level of accessibility,Main entrance has steps; Alternative entrance is step free or has ramp,2,0,1
85,109303,109303,Legacy House,SwanstonStreet,Melbourne (CBD),1945,1995,4,Office,Low level of accessibility,All entrances have steps,1,0,0
263,105526,105526,Leicester Garden,LeicesterStreet,Carlton,1994,0,4,Residential Apartment,Not determined or not applicable,Configuration of entrance does not fit into any of the other categories,0,0,0
24,110765,110765,Leicester House,FlindersLane,Melbourne (CBD),1886,2001,6,Residential Apartment,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,0
219,104488,104488,Lemon Tree Childrens Centre,GrattanStreet,Carlton,2010,0,2,Educational/Research,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,0
54,108106,108106,Lensworth House,QueenStreet,Melbourne (CBD),1969,2000,4,Office,Low level of accessibility,All entrances have steps,1,0,0
64,105874,105874,Leo Cussen Institute,LittleBourkeStreet,Melbourne (CBD),1923,2001,6,Educational/Research,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,0
860,105535,105535,Leopold Court,LeopoldStreet,South Yarra/Melbourne Remainder,1950,0,3,Residential Apartment,Not determined or not applicable,Configuration of entrance does not fit into any of the other categories,0,0,0
858,106740,106740,Lester Court,MonaPlace,South Yarra/Melbourne Remainder,1970,0,3,Residential Apartment,Low level of accessibility,All entrances have steps,1,0,0
370,105618,105618,Leveson Apartments,LevesonStreet,North Melbourne,2009,0,2,Residential Apartment,Low level of accessibility,All entrances have steps,1,0,0
45,101139,101139,Leviathon Stores Building,BourkeStreet,Melbourne (CBD),1912,2008,6,Retail - Shop,Moderate level of accessibility,Main entrance has steps; Alternative entrance is step free or has ramp,2,0,0
31,102109,102109,Liberty Tower,CollinsStreet,Melbourne (CBD),2002,0,28,Residential Apartment,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,0
1102,609314,609314,Life Lab,HarbourEsplanade,Docklands,2008,0,8,Office,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,0
1108,622439,622439,Lifestyle Working,CollinsStreet,Docklands,2013,0,5,Unoccupied - Unused,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,65,1
105,103301,103301,Lighhouse Development Site,ElizabethStreet,Melbourne (CBD),1945,2001,4,Unoccupied - Under Demolition/Condemned,Low level of accessibility,All entrances have steps,1,0,1
1109,578358,578358,Limonetto,NewquayPromenade,Docklands,2002,0,1,Retail - Shop,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,0
256,109326,109326,"Lincoln House (BLD 217, 218 & 219)",SwanstonStreet,Carlton,1920,0,3,Workshop/Studio,Low level of accessibility,All entrances have steps,1,26,1
244,101264,101264,Lincoln Square,BouverieStreet,Carlton,1960,0,1,Community Use,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,0,0
760,108641,108641,Linfox House,StKildaRoad,South Yarra/Melbourne Remainder,1980,1990,5,Office,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,1
1105,609487,609487,Lion                   ,BourkeStreet,Docklands,2008,0,12,Office,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,0
860,109516,109516,Lissadurn,WWToorakRoad,South Yarra/Melbourne Remainder,1940,0,3,Residential Apartment,Low level of accessibility,All entrances have steps,1,0,0
354,103518,103518,Lithuanian House,ErrolStreet,North Melbourne,1850,0,2,Entertainment/Recreation - Indoor,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,0
46,111394,111394,Little Hero Apartments,RussellPlace,Melbourne (CBD),2010,0,8,Residential Apartment,Not determined or not applicable,Configuration of entrance does not fit into any of the other categories,0,0,0
58,105830,105830,Liverpool Chambers,LittleBourkeStreet,Melbourne (CBD),1983,0,4,Residential Apartment,Low level of accessibility,All entrances have steps,1,0,0
212,632535,627566,Living Carlton                     ,ReevesStreet,Carlton,2011,0,5,Residential Apartment,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,0
13,108059,108059,Lombard Buildings,QueenStreet,Melbourne (CBD),1890,1990,7,Office,Low level of accessibility,All entrances have steps,1,0,0
114,103232,103232,London & American Supply Stores,ElizabethStreet,Melbourne (CBD),1937,2000,3,Residential Apartment,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,0
33,102130,102130,London and Lancashire Building,CollinsStreet,Melbourne (CBD),1865,2012,8,Office,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,10,0
45,101145,101145,London Stores,BourkeStreet,Melbourne (CBD),1925,2006,10,Educational/Research,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,0
71,105720,105720,Lonsdale Court,LonsdaleStreet,Melbourne (CBD),1925,1986,3,Office,Low level of accessibility,All entrances have steps,1,0,1
775,600456,600456,Lorimer Place,LorimerStreet,Port Melbourne,2008,2012,3,Office,Not determined or not applicable,Configuration of entrance does not fit into any of the other categories,0,20,0
377,109866,109866,Lort Smith Animal Hospital,VilliersStreet,North Melbourne,1935,2000,2,Office,Low level of accessibility,All entrances have steps,1,0,0
267,557926,557926,Louisa Terrace,DrummondStreet,Carlton,1890,0,2,Office,Low level of accessibility,All entrances have steps,1,0,1
860,105602,105602,Louvain,LeopoldStreet,South Yarra/Melbourne Remainder,1970,0,3,Residential Apartment,Not determined or not applicable,Configuration of entrance does not fit into any of the other categories,0,0,0
261,103289,103289,Loyal Orange House,ElizabethStreet,Carlton,1890,0,2,"Performances, Conferences, Ceremonies",Low level of accessibility,All entrances have steps,1,0,0
53,108073,108073,Lumley House,QueenStreet,Melbourne (CBD),1958,2008,12,Office,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,6,0
651,101781,101781,Lutheran Church,CathedralPlace,East Melbourne,1854,0,2,"Performances, Conferences, Ceremonies",Not determined or not applicable,Configuration of entrance does not fit into any of the other categories,0,0,1
361,573298,573298,Luxe Apartments,O'ConnellStreet,North Melbourne,2009,0,5,Residential Apartment,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,0
431,108431,108431,Lydford,RosslynStreet,West Melbourne (Residential),2000,0,2,Office,Low level of accessibility,All entrances have steps,1,0,1
212,111338,111338,Lygon Building No 4,LygonStreet,Carlton,2000,0,4,Student Accommodation,Low level of accessibility,All entrances have steps,1,0,0
217,106193,106193,Lygon Court Shopping Centre,LygonStreet,Carlton,1980,0,2,Retail - Shop,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,0
27,104215,104215,M C C SUBSTATION,GeorgeParade,Melbourne (CBD),1960,0,1,Equipment Installation,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,0,0
255,109366,109366,MACASA 8,PelhamStreet,Carlton,2009,0,13,Student Accommodation,Low level of accessibility,All entrances have steps,1,44,0
97,106368,106368,Mackenzie Tower,MacKenzieStreet,Melbourne (CBD),2011,0,32,Residential Apartment,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,100,0
513,103033,103033,Macro Apartments,MacaulayRoad,Kensington,2004,0,4,Residential Apartment,High level of accessibility,Main Entrance has ramp,3,0,0
115,104103,104103,Macs Hotel,FranklinStreet,Melbourne (CBD),1853,1998,2,Entertainment/Recreation - Indoor,Low level of accessibility,All entrances have steps,1,0,0
368,108014,108014,Magnificat House,QueensberryStreet,North Melbourne,1874,0,2,"Performances, Conferences, Ceremonies",Moderate level of accessibility,Entrance(s) have limited access via a small lip or a steep ramp,2,0,0
616,107632,107632,Magnolia Court Boutique Hotel,PowlettStreet,East Melbourne,1963,0,3,Commercial Accommodation,Low level of accessibility,All entrances have steps,1,0,0
734,110370,110370,MainPoint Melbourne Apartments,CityRoad,Southbank,2012,0,43,Residential Apartment,Moderate level of accessibility,Main entrance has steps; Alternative entrance is step free or has ramp,2,50,0
760,108637,108637,Majella,StKildaRoad,South Yarra/Melbourne Remainder,1913,1999,2,Office,Low level of accessibility,All entrances have steps,1,0,0
25,101788,101788,Majorca Building,FlindersLane,Melbourne (CBD),1930,1997,8,Residential Apartment,Not determined or not applicable,Configuration of entrance does not fit into any of the other categories,0,0,0
32,102120,102120,Makers Mark,CollinsStreet,Melbourne (CBD),1915,1995,3,Unoccupied - Unused,Low level of accessibility,All entrances have steps,1,0,0
741,110611,110611,Malthouse Plaza,SturtStreet,Southbank,2002,0,2,Public Display Area,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,0
25,103964,103964,Manchester House,ManchesterLane,Melbourne (CBD),1912,2000,8,Residential Apartment,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,0
35,109267,109267,Manchester Unity Building,CollinsStreet,Melbourne (CBD),1932,1988,17,Workshop/Studio,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,0
860,106447,106447,Mandeville,MarneStreet,South Yarra/Melbourne Remainder,1950,0,3,Residential Apartment,Moderate level of accessibility,Entrance(s) have limited access via a small lip or a steep ramp,2,0,0
18,103917,103917,Manhattan Apartments,FlindersLane,Melbourne (CBD),1929,1998,8,Commercial Accommodation,Low level of accessibility,All entrances have steps,1,0,0
53,105855,105855,Mantra On Little Bourke,LittleBourkeStreet,Melbourne (CBD),1982,2006,12,Commercial Accommodation,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,4,1
67,108582,108582,Mantra On Russell,RussellStreet,Melbourne (CBD),2000,0,22,Parking - Commercial Covered,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,0
97,103615,103615,Mantra on the Park,ExhibitionStreet,Melbourne (CBD),1990,2000,19,Parking - Commercial Covered,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,0
659,660469,100847,Margaret Court Arena,BatmanAvenue,South Yarra/Melbourne Remainder,1988,2014,2,Entertainment/Recreation - Indoor,Not determined or not applicable,Configuration of entrance does not fit into any of the other categories,0,0,0
414,105095,105095,Maritime Union Of Australia Victorian Branch,IrelandStreet,West Melbourne (Residential),1970,1990,2,Office,Low level of accessibility,All entrances have steps,1,0,1
2391,617245,617245,"Mark Street ""B"" Substation",CaytreCrescent,North Melbourne,1995,0,1,Equipment Installation,Low level of accessibility,All entrances have steps,1,0,0
440,102960,102960,Market Square,DudleyStreet,West Melbourne (Residential),2005,0,7,Residential Apartment,High level of accessibility,Main Entrance has ramp,3,0,0
11,103985,103985,Markilles Hotel,FlindersStreet,Melbourne (CBD),1915,2009,5,Commercial Accommodation,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,1
64,106914,106914,Marks Warehouse,NiagaraLane,Melbourne (CBD),1887,2003,2,Office,Low level of accessibility,All entrances have steps,1,0,0
859,106465,106465,Marne Close,MarneStreet,South Yarra/Melbourne Remainder,1940,0,3,Residential Apartment,Not determined or not applicable,Configuration of entrance does not fit into any of the other categories,0,0,0
859,106459,106459,Marne Court,MarneStreet,South Yarra/Melbourne Remainder,1920,0,3,Residential Apartment,Low level of accessibility,All entrances have steps,1,0,0
859,106461,106461,Marnot,MarneStreet,South Yarra/Melbourne Remainder,1970,0,3,Residential Apartment,Low level of accessibility,All entrances have steps,1,0,0
62,105713,105713,Marsh Centre,LonsdaleStreet,Melbourne (CBD),1989,0,14,Office,High level of accessibility,Main Entrance has ramp,3,0,0
860,106440,106440,Martimo,MarneStreet,South Yarra/Melbourne Remainder,1950,0,3,Residential Apartment,Low level of accessibility,All entrances have steps,1,0,0
266,101704,101704,Marys Terrace - Building 43,CardiganStreet,Carlton,1885,0,2,Office,Low level of accessibility,All entrances have steps,1,0,1
16,104019,104019,Masonic Club Building,FlindersStreet,Melbourne (CBD),1927,1996,7,Residential Apartment,Low level of accessibility,All entrances have steps,1,0,0
251,108156,108156,Maudsley House,RathdowneStreet,Carlton,1890,0,2,Office,Low level of accessibility,All entrances have steps,1,0,1
73,105732,105732,Maurice Blackburn House,LonsdaleStreet,Melbourne (CBD),1975,2009,13,Office,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,1
67,105680,105680,Mayflower on Lonsdale,LonsdaleStreet,Melbourne (CBD),2005,0,16,Residential Apartment,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,0
304,100083,100083,MCC Baby Health Centre,AbbotsfordStreet,North Melbourne,1920,0,1,Hospital/Clinic,Moderate level of accessibility,Main entrance has steps; Alternative entrance is step free or has ramp,2,0,0
76,589842,105749,MCC Creche Bldg                                   ,ArtemisLane,Melbourne (CBD),2004,0,6,Parking - Private Covered,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,0
58,102271,102271,MCC Substation,CrossleyStreet,Melbourne (CBD),1930,0,1,Equipment Installation,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,0,0
66,104782,104782,MCC SUBSTATION,HeffernanLane,Melbourne (CBD),1977,0,4,Retail - Shop,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,0,0
66,104783,104783,MCC SUBSTATION,HeffernanLane,Melbourne (CBD),1977,0,3,Equipment Installation,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,0,0
82,107422,107422,MCC Substation,ParkStreet,Melbourne (CBD),1950,0,1,Equipment Installation,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,0,0
84,110991,110991,MCC SUBSTATION,GuildfordLane,Melbourne (CBD),1938,0,1,Equipment Installation,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,0,0
16,103933,103933,McDonald House,FlindersLane,Melbourne (CBD),1900,1988,7,Residential Apartment,Low level of accessibility,All entrances have steps,1,0,0
15,109258,109258,McDonalds,SwanstonStreet,Melbourne (CBD),1991,1995,3,Entertainment/Recreation - Indoor,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,0
731,110377,110377,McDonalds ,CityRoad,Southbank,1994,0,1,Entertainment/Recreation - Indoor,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,0
31,102113,102113,McPhersons Building,CollinsStreet,Melbourne (CBD),1936,2006,7,Entertainment/Recreation - Indoor,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,0
113,110689,108118,MEAT HALL,ElizabethStreet,Melbourne (CBD),1890,0,1,Retail - Stall,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,0
376,101088,110862,Meat Market Art Centre,BlackwoodStreet,North Melbourne,1874,2007,2,"Performances, Conferences, Ceremonies",Moderate level of accessibility,Main entrance has steps; Alternative entrance is step free or has ramp,2,0,0
353,103466,103466,Mecure North Melbourne,ErrolStreet,North Melbourne,1966,0,3,Commercial Accommodation,High level of accessibility,Main Entrance has ramp,3,0,1
1101,110845,110845,Media House,CollinsStreet,Docklands,2009,0,8,Office,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,107,1
1110,593739,593739,Medibank Icehouse,PearlRiverRoad,Docklands,2011,0,1,Entertainment/Recreation - Indoor,High level of accessibility,Main Entrance has ramp,3,0,1
268,102773,102773,Medley Hall,DrummondStreet,Carlton,1949,2011,4,Student Accommodation,Not determined or not applicable,Configuration of entrance does not fit into any of the other categories,0,4,1
2,111467,103973,Melbourne Aquarium,KingStreet,Melbourne (CBD),1999,0,2,Entertainment/Recreation - Indoor,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,1
85,109311,109311,MELBOURNE CAMPUS APARTMENTS,SwanstonStreet,Melbourne (CBD),1941,1997,15,Student Accommodation,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,1
85,105746,105746,MELBOURNE CENTRAL,LaTrobeStreet,Melbourne (CBD),1991,2012,7,Retail - Shop,Not determined or not applicable,Configuration of entrance does not fit into any of the other categories,0,0,0
95,105485,105485,Melbourne Central Carpark,LaTrobeStreet,Melbourne (CBD),1991,0,9,Parking - Commercial Covered,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,20,0
85,103311,103311,MELBOURNE CENTRAL TOWER,ElizabethStreet,Melbourne (CBD),1991,0,52,Office,Not determined or not applicable,Configuration of entrance does not fit into any of the other categories,0,0,0
63,108080,108080,Melbourne Chambers,QueenStreet,Melbourne (CBD),1968,0,11,Office,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,0
73,558107,558107,Melbourne Childrens Court,LittleLonsdaleStreet,Melbourne (CBD),1999,0,3,Office,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,15,1
131,103975,103975,MELBOURNE CONVENTION CENTRE,SpencerStreet,Docklands,1987,1997,4,Unoccupied - Under Demolition/Condemned,Not determined or not applicable,Configuration of entrance does not fit into any of the other categories,0,0,0
804,623558,110484,Melbourne Convention Centre (Planery Hall),ConventionCentrePlace,Southbank,2009,0,3,"Performances, Conferences, Ceremonies",High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,0
131,103979,103979,MELBOURNE CONVENTION CENTRE PA,FlindersStreet,Docklands,1984,0,10,Parking - Commercial Covered,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,0
658,110266,110266,Melbourne Cricket Ground,BruntonAvenue,East Melbourne,1992,2006,7,Entertainment/Recreation - Indoor,Not determined or not applicable,Configuration of entrance does not fit into any of the other categories,0,0,1
804,623557,110484,Melbourne Exhibition Centre,ClarendonStreet,Southbank,1996,0,6,Public Display Area,Not determined or not applicable,Configuration of entrance does not fit into any of the other categories,0,0,1
855,100426,100426,Melbourne Girls Grammar School,AndersonStreet,South Yarra/Melbourne Remainder,1893,2010,4,Educational/Research,Not determined or not applicable,Configuration of entrance does not fit into any of the other categories,0,0,0
863,108616,108616,Melbourne Grammar School,StKildaRoad,South Yarra/Melbourne Remainder,1870,2011,3,Educational/Research,Not determined or not applicable,Configuration of entrance does not fit into any of the other categories,0,20,0
786,110576,110576,Melbourne International Shooting Club,ToddRoad,Port Melbourne,1970,0,1,Equipment Installation,Low level of accessibility,All entrances have steps,1,0,0
72,110102,110102,Melbourne Magistrates Court,WilliamStreet,Melbourne (CBD),1994,0,9,"Performances, Conferences, Ceremonies",High level of accessibility,Main Entrance has ramp,3,0,1
77,105762,105762,Melbourne Marriott Hotel,LonsdaleStreet,Melbourne (CBD),1982,2001,17,Commercial Accommodation,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,1
250,623345,108266,Melbourne Museum,NicholsonStreet,Carlton,1880,0,4,Public Display Area,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,0
71,105719,105719,Melbourne One,LonsdaleStreet,Melbourne (CBD),2015,0,16,Unoccupied - Under Construction,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,0,0
64,103195,103195,Melbourne Optical Centre,ElizabethStreet,Melbourne (CBD),1889,1996,3,Storage,Low level of accessibility,All entrances have steps,1,0,0
659,100847,100847,Melbourne Park,BatmanAvenue,South Yarra/Melbourne Remainder,1988,2015,4,Unoccupied - Under Construction,Not determined or not applicable,Configuration of entrance does not fit into any of the other categories,0,0,1
659,624156,100847,Melbourne Park Function Centre,BatmanAvenue,South Yarra/Melbourne Remainder,1996,0,2,Office,Not determined or not applicable,Configuration of entrance does not fit into any of the other categories,0,15,1
739,620270,606476,Melbourne Recital Centre                          ,SturtStreet,Southbank,2009,0,5,"Performances, Conferences, Ceremonies",High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,1
850,105116,105113,Melbourne Rowing Club,BoathouseDrive,South Yarra/Melbourne Remainder,1862,0,2,Storage,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,1
502,105221,105221,Melbourne Seafood Centre,KensingtonRoad,West Melbourne (Industrial),2012,0,2,Wholesale,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,0,0
84,650594,106044,Melbourne Sky Apartments,SutherlandStreet,Melbourne (CBD),2013,0,37,Residential Apartment,Not determined or not applicable,Access has not been rated,0,40,0
84,650593,106044,Melbourne Star Apartments,SutherlandStreet,Melbourne (CBD),2013,0,41,Residential Apartment,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,0
1110,608590,608590,Melbourne Star Observation Wheel,WaterfrontWay,Docklands,2009,2013,3,Unoccupied - Under Renovation,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,0,0
11,105294,105294,Melbourne Steamship CO.,KingStreet,Melbourne (CBD),1913,2010,6,Office,Moderate level of accessibility,Main entrance has steps; Alternative entrance is step free or has ramp,2,20,0
104,108087,108087,Melbourne Terrace Apartments,QueenStreet,Melbourne (CBD),1994,0,10,Residential Apartment,Low level of accessibility,All entrances have steps,1,0,0
739,620272,606476,Melbourne Theatre Company                         ,SouthbankBoulevard,Southbank,2009,0,3,"Performances, Conferences, Ceremonies",High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,0
47,108589,108589,Melbourne Theosophical Society,RussellStreet,Melbourne (CBD),1937,1999,5,Office,Low level of accessibility,All entrances have steps,1,0,0
810,590043,576746,Melbourne Tower,CityRoad,Southbank,2004,0,38,Residential Apartment,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,0
36,110755,109416,MELBOURNE TOWN HALL,SwanstonStreet,Melbourne (CBD),1867,1998,5,"Performances, Conferences, Ceremonies",High level of accessibility,Main Entrance has ramp,3,0,0
266,107085,107085,Melbourne UniLodge On Campus,EarlStreet,Carlton,2003,0,8,Student Accommodation,Low level of accessibility,All entrances have steps,1,6,0
614,104534,104534,Melbourne Unitarian Church,GreyStreet,East Melbourne,1970,0,1,"Performances, Conferences, Ceremonies",Low level of accessibility,All entrances have steps,1,0,0
240,101055,101055,Melbourne University - Building 260,BerkeleyStreet,Carlton,1890,2003,3,Educational/Research,Low level of accessibility,All entrances have steps,1,0,0
257,108024,108024,Melbourne University - Building 263,QueensberryStreet,Carlton,1960,0,7,Educational/Research,Not determined or not applicable,Configuration of entrance does not fit into any of the other categories,0,20,0
242,101255,101255,Melbourne University - Building 264,BouverieStreet,Carlton,1940,2010,6,Educational/Research,Low level of accessibility,All entrances have steps,1,0,0
258,568077,568077,Melbourne University Building C - Bld 213,PelhamStreet,Carlton,2001,0,11,Educational/Research,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,0
240,100835,100835,Melbourne University ICT Building - Building 105,BarryStreet,Carlton,2003,0,7,Educational/Research,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,0
6,578317,573333,Melbourne Visitor Centre,SwanstonStreet,Melbourne (CBD),2002,0,1,Retail - Shop,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,0
931,110273,110273,Melbourne Zoological Gardens,ElliottAvenue,Parkville,1862,0,1,Entertainment/Recreation - Indoor,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,1
267,102602,102602,Melbournia Terrace,DrummondStreet,Carlton,1870,0,2,House/Townhouse,Low level of accessibility,All entrances have steps,1,0,0
928,111485,111485,Mental Health Research Institute,OakStreet,Parkville,1940,0,2,Educational/Research,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,1
361,106991,106991,Mercatore,O'ConnellStreet,North Melbourne,1940,2002,4,Residential Apartment,Low level of accessibility,All entrances have steps,1,0,0
17,103592,103592,Mercer,ExhibitionStreet,Melbourne (CBD),2005,0,18,Office,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,13,1
115,104101,104101,Mercure,FranklinStreet,Melbourne (CBD),1991,2009,13,Parking - Commercial Covered,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,0
18,108976,108976,Mercure Melbourne Treasury Gardens,SpringStreet,Melbourne (CBD),1972,1999,14,Commercial Accommodation,Low level of accessibility,All entrances have steps,1,0,0
614,104535,104535,Mercy Hospital Car Park,GreyStreet,East Melbourne,1980,0,3,Parking - Commercial Covered,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,0
615,622442,102007,Mercy Place East Melbourne                        ,VeronaLane,East Melbourne,2009,0,4,Institutional Accommodation ,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,0
615,611569,102007,Mercy Private Hospital,GreyStreet,East Melbourne,1975,0,6,Hospital/Clinic,High level of accessibility,Main Entrance has ramp,3,0,0
35,102142,102142,Mering House,CollinsStreet,Melbourne (CBD),1958,2008,11,Office,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,0
84,106041,106041,Merlin Apartments,LittleLonsdaleStreet,Melbourne (CBD),1945,1997,3,Student Accommodation,Low level of accessibility,All entrances have steps,1,2,0
25,102081,102081,Merrigold on Collins,CollinsStreet,Melbourne (CBD),1912,1987,6,Residential Apartment,Low level of accessibility,All entrances have steps,1,0,0
858,106735,106735,Merringdale,MonaPlace,South Yarra/Melbourne Remainder,1980,0,3,Residential Apartment,Not determined or not applicable,Configuration of entrance does not fit into any of the other categories,0,0,0
33,100729,100729,Metro Apartments Bank Place,BankPlace,Melbourne (CBD),1905,2000,10,Commercial Accommodation,Low level of accessibility,All entrances have steps,1,0,0
72,106024,106024,Metro Park West,LittleLonsdaleStreet,Melbourne (CBD),2014,0,26,Residential Apartment,Low level of accessibility,All entrances have steps,1,60,0
14,101099,101099,Metro Parking,BondStreet,Melbourne (CBD),1986,0,8,Parking - Commercial Covered,High level of accessibility,Main Entrance has ramp,3,0,0
734,110634,110634,Metropolitan Fire Brigade,MorayStreet,Southbank,1990,0,2,Community Use,Moderate level of accessibility,Main entrance has steps; Alternative entrance is step free or has ramp,2,0,1
111,100857,100857,Metropolitan Fire Brigade Station No.2,BatmanStreet,West Melbourne (Residential),1964,1993,3,Community Use,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,0
256,101267,101267,Metropolitan Fire Brigade Station No.3,BouverieStreet,Carlton,1990,0,1,Community Use,High level of accessibility,Main Entrance has ramp,3,10,1
72,110106,110106,Metropolitan On William Hotel,WilliamStreet,Melbourne (CBD),1856,1995,2,Entertainment/Recreation - Indoor,Moderate level of accessibility,Entrance(s) have limited access via a small lip or a steep ramp,2,0,0
644,104368,104368,Metropolotan Fire Brigade,AlbertStreet,East Melbourne,1970,0,3,Parking - Private Covered,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,0
64,103198,103198,Michaels Building,ElizabethStreet,Melbourne (CBD),1916,2005,3,Storage,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,0
